id,name,address,capacity,price
611,J WOW Cafe/Bistro 酒窩餐酒館,台灣臺北市大安區 安和路二段213號1F,60 人,40000
612,擊客基地GeekBase,台灣臺北市大安區 安和路二段213號1F,20 人,500
613,擊客基地GeekBase,台灣臺北市大安區 安和路二段213號1F,30 人,500
614,擊客基地GeekBase,台灣臺北市大安區 安和路二段213號1F,50 人,3500
615,擊客基地GeekBase,台灣臺北市大安區 安和路二段213號1F,80 人,2000
616,Hour Jungle東寧館,台灣臺北市大安區 安和路二段213號1F,15 人,450
617,Hour Jungle東寧館,台灣臺北市大安區 安和路二段213號1F,30 人,600
618,老宅方生活實驗室,台灣臺北市大安區 安和路二段213號1F,10 人,250
619,心晨餐飲股份有限公司,台灣臺北市大安區 安和路二段213號1F,40 人,1000
620,乘興院 Whims Taiwan,台灣臺北市大安區 安和路二段213號1F,80 人,18000
621,昕群音樂展演教學中心,台灣彰化縣彰化市 埔西街28號2F,2 人,235
622,道騰國際商務中心#時租/日租/會議空間/新潮辦公,台灣彰化縣彰化市 埔西街28號2F,48 人,900
623,道騰國際商務中心#時租/日租/會議空間/新潮辦公,台灣彰化縣彰化市 埔西街28號2F,28 人,700
624,道騰國際商務中心#時租/日租/會議空間/新潮辦公,台灣彰化縣彰化市 埔西街28號2F,30 人,800
625,SV科學歌唱｜SV音樂學院,台灣彰化縣彰化市 埔西街28號2F,20 人,400
626,SV科學歌唱｜SV音樂學院,台灣彰化縣彰化市 埔西街28號2F,20 人,600
627,營運部,台灣彰化縣彰化市 埔西街28號2F,16 人,1200
628,ALIEN LOUNGE,台灣彰化縣彰化市 埔西街28號2F,60 人,4500
629,孟德爾頌音樂藝術,台灣彰化縣彰化市 埔西街28號2F,80 人,1333
630,WORKINBAR 基隆創業商務空間,台灣彰化縣彰化市 埔西街28號2F,40 人,2000
631,南村劇場．青鳥．有.設計,台灣臺北市大安區 建國南路一段177號 ( 臺灣當代文化實驗場 C-LAB - 中正堂 ),350 人,100000
632,哈斯葵洋酒,台灣臺北市大安區 建國南路一段177號 ( 臺灣當代文化實驗場 C-LAB - 中正堂 ),30 人,1100
633,歐珀拉有限公司,台灣臺北市大安區 建國南路一段177號 ( 臺灣當代文化實驗場 C-LAB - 中正堂 ),300 人,20000
634,多扶學堂,台灣臺北市大安區 建國南路一段177號 ( 臺灣當代文化實驗場 C-LAB - 中正堂 ),40 人,5000
635,愚樂軒,台灣臺北市大安區 建國南路一段177號 ( 臺灣當代文化實驗場 C-LAB - 中正堂 ),20 人,300
636,後台Backstage,台灣臺北市大安區 建國南路一段177號 ( 臺灣當代文化實驗場 C-LAB - 中正堂 ),180 人,5000
637,AI商務中心,台灣臺北市大安區 建國南路一段177號 ( 臺灣當代文化實驗場 C-LAB - 中正堂 ),25 人,1400
638,紙飛機長照科技股份有限公司,台灣臺北市大安區 建國南路一段177號 ( 臺灣當代文化實驗場 C-LAB - 中正堂 ),61 人,3500
639,風尚生活stylish Golf Art Wine Club,台灣臺北市大安區 建國南路一段177號 ( 臺灣當代文化實驗場 C-LAB - 中正堂 ),25 人,1500
640,ALIEN LOUNGE,台灣臺北市大安區 建國南路一段177號 ( 臺灣當代文化實驗場 C-LAB - 中正堂 ),40 人,3000
641,自信星舞蹈工作室,台灣桃園市龜山區 文學路240號 1 樓,20 人,400
642,邸TaiDang創生基地,台灣桃園市龜山區 文學路240號 1 樓,12 人,1000
643,雲康國際學苑,台灣桃園市龜山區 文學路240號 1 樓,20 人,900
644,雲康國際學苑,台灣桃園市龜山區 文學路240號 1 樓,16 人,800
645,DEC Taipei 早上出租空間,台灣桃園市龜山區 文學路240號 1 樓,45 人,2000
646,玩樂倉庫複合式桌球館,台灣桃園市龜山區 文學路240號 1 樓,30 人,300
647,蕭希如,台灣桃園市龜山區 文學路240號 1 樓,15 人,900
648,舊監更生島,台灣桃園市龜山區 文學路240號 1 樓,24 人,1700
649,皇家NTC商務中心,台灣桃園市龜山區 文學路240號 1 樓,6 人,750
650,基泰國際會議中心,台灣桃園市龜山區 文學路240號 1 樓,16 人,2200
651,Lukumades,台灣臺北市信義區 信義區忠孝東路四段553巷20號 1 樓,20 人,1000
652,動感光波股份有限公司,台灣臺北市信義區 信義區忠孝東路四段553巷20號 1 樓,50 人,1625
653,卡卡城永和店,台灣臺北市信義區 信義區忠孝東路四段553巷20號 1 樓,70 人,60
654,艾萊家有限公司,台灣臺北市信義區 信義區忠孝東路四段553巷20號 1 樓,80 人,2000
655,曲羨空間,台灣臺北市信義區 信義區忠孝東路四段553巷20號 1 樓,20 人,600
656,青銅視覺藝術,台灣臺北市信義區 信義區忠孝東路四段553巷20號 1 樓,40 人,800
657,駱駝英文顧問工作室,台灣臺北市信義區 信義區忠孝東路四段553巷20號 1 樓,16 人,800
658,Monospace 共同工作空間,台灣臺北市信義區 信義區忠孝東路四段553巷20號 1 樓,8 人,550
659,美閣共享空間,台灣臺北市信義區 信義區忠孝東路四段553巷20號 1 樓,15 人,1200
660,三道門建築文創旅店,台灣臺北市信義區 信義區忠孝東路四段553巷20號 1 樓,36 人,1400
661,溫室派對,台灣臺北市中正區 廈門街123巷2號 1 樓,30 人,1300
662,Sunday Morning,台灣臺北市中正區 廈門街123巷2號 1 樓,50 人,1500
663,四藝有限公司,台灣臺北市中正區 廈門街123巷2號 1 樓,30 人,700
664,Aec愛齒特美學教育學院,台灣臺北市中正區 廈門街123巷2號 1 樓,35 人,4000
665,FlexSpace,台灣臺北市中正區 廈門街123巷2號 1 樓,20 人,1000
666,當你盛開時藝術空間 Blooming Art Space,台灣臺北市中正區 廈門街123巷2號 1 樓,16 人,400
667,當你盛開時藝術空間 Blooming Art Space,台灣臺北市中正區 廈門街123巷2號 1 樓,3 人,200
668,FlexSpace,台灣臺北市中正區 廈門街123巷2號 1 樓,12 人,500
669,FlexSpace,台灣臺北市中正區 廈門街123巷2號 1 樓,3 人,500
670,潼樂空間商行,台灣臺北市中正區 廈門街123巷2號 1 樓,20 人,700
671,露比夫人吃做買,台灣嘉義市西區 遠東街50號 2 樓,60 人,1800
672,露比夫人吃做買,台灣嘉義市西區 遠東街50號 2 樓,30 人,1500
673,露比夫人吃做買,台灣嘉義市西區 遠東街50號 2 樓,30 人,900
674,雅雅運動彩券行,台灣嘉義市西區 遠東街50號 2 樓,6 人,300
675,theMEDIAN,台灣嘉義市西區 遠東街50號 2 樓,80 人,2500
676,法文邂逅,台灣嘉義市西區 遠東街50號 2 樓,14 人,800
677,空白場域 [ Blank Space ],台灣嘉義市西區 遠東街50號 2 樓,50 人,900
678,JUR space 共享空間,台灣嘉義市西區 遠東街50號 2 樓,30 人,1200
679,芯流生活股份有限公司,台灣嘉義市西區 遠東街50號 2 樓,15 人,400
680,遠見領袖中心,台灣嘉義市西區 遠東街50號 2 樓,60 人,6900
681,真璞藝術有限公司,台灣高雄市前鎮區 一心二路33號 12 樓,100 人,450
682,回然慢時旅居,台灣高雄市前鎮區 一心二路33號 12 樓,30 人,500
683,T恤手造館,台灣高雄市前鎮區 一心二路33號 12 樓,42 人,600
684,際域身心靈共享空間,台灣高雄市前鎮區 一心二路33號 12 樓,12 人,400
685,際域身心靈共享空間,台灣高雄市前鎮區 一心二路33號 12 樓,6 人,300
686,際域身心靈共享空間,台灣高雄市前鎮區 一心二路33號 12 樓,5 人,200
687,際域身心靈共享空間,台灣高雄市前鎮區 一心二路33號 12 樓,12 人,400
688,T恤手造館,台灣高雄市前鎮區 一心二路33號 12 樓,32 人,700
689,浸劇場,台灣高雄市前鎮區 一心二路33號 12 樓,50 人,1000
690,浸劇場,台灣高雄市前鎮區 一心二路33號 12 樓,25 人,650
691,浸劇場,台灣高雄市鼓山區 慶豐街18號 2 樓,15 人,400
692,禾曼咖啡餐廳,台灣高雄市鼓山區 慶豐街18號 2 樓,80 人,800
693,浸劇場,台灣高雄市鼓山區 慶豐街18號 2 樓,10 人,350
694,24open photostudio攝影棚場地出租,台灣高雄市鼓山區 慶豐街18號 2 樓,30 人,1500
695,遠見領袖中心,台灣高雄市鼓山區 慶豐街18號 2 樓,120 人,15800
696,愛裡‧時氣味藝術場地租借,台灣高雄市鼓山區 慶豐街18號 2 樓,30 人,3000
697,愛裡‧時氣味藝術場地租借,台灣高雄市鼓山區 慶豐街18號 2 樓,40 人,3000
698,VIVI DANCE舞蹈空間,台灣高雄市鼓山區 慶豐街18號 2 樓,30 人,700
699,都有時,台灣高雄市鼓山區 慶豐街18號 2 樓,20 人,2000
700,兩半茶,台灣高雄市鼓山區 慶豐街18號 2 樓,40 人,600
701,Design For Taiwan / 飛捷文教基金會,台灣臺北市中山區 松江路63巷7-1號 1 樓,80 人,1250
702,臺北創新實驗室,台灣臺北市中山區 松江路63巷7-1號 1 樓,200 人,12000
703,枋子林甜點語言,台灣臺北市中山區 松江路63巷7-1號 1 樓,13 人,800
704,原在工作室,台灣臺北市中山區 松江路63巷7-1號 1 樓,80 人,700
705,湧金啤酒,台灣臺北市中山區 松江路63巷7-1號 1 樓,20 人,600
706,河岸蘭亭,台灣臺北市中山區 松江路63巷7-1號 1 樓,20 人,1800
707,沐晨相寓,台灣臺北市中山區 松江路63巷7-1號 1 樓,30 人,1000
708,新創無界,台灣臺北市中山區 松江路63巷7-1號 1 樓,30 人,1750
709,影想力 影音創作共享工作室,台灣臺北市中山區 松江路63巷7-1號 1 樓,4 人,400
710,影想力 影音創作共享工作室,台灣臺北市中山區 松江路63巷7-1號 1 樓,2 人,300
711,香傳,台灣高雄市左營區 文慈路118號 2 樓,25 人,500
712,島瑜珈工作室,台灣高雄市左營區 文慈路118號 2 樓,15 人,500
713,空白場域 [ Blank Space ],台灣高雄市左營區 文慈路118號 2 樓,10 人,400
714,影想力 影音創作共享工作室,台灣高雄市左營區 文慈路118號 2 樓,10 人,500
715,優生教育股份有限公司,台灣高雄市左營區 文慈路118號 2 樓,25 人,450
716,頤珍宮膳,台灣高雄市左營區 文慈路118號 2 樓,30 人,1666
717,和處BNB,台灣高雄市左營區 文慈路118號 2 樓,25 人,800
718,sunnymoondeco,台灣高雄市左營區 文慈路118號 2 樓,20 人,650
719,禾三千 庭園景觀 藝文空間,台灣高雄市左營區 文慈路118號 2 樓,40 人,1000
720,慕溪園 Mercy Café,台灣高雄市左營區 文慈路118號 2 樓,40 人,800
721,慕溪園 Mercy Café,台灣新竹縣竹北市 高鐵一路13號 1 樓,20 人,500
722,喜陽能源科技股份有限公司,台灣新竹縣竹北市 高鐵一路13號 1 樓,30 人,1000
723,酒吧空間租借,台灣新竹縣竹北市 高鐵一路13號 1 樓,45 人,8000
724,森活家,台灣新竹縣竹北市 高鐵一路13號 1 樓,40 人,5000
725,心之谷永續教育園區,台灣新竹縣竹北市 高鐵一路13號 1 樓,120 人,2250
726,心之谷永續教育園區,台灣新竹縣竹北市 高鐵一路13號 1 樓,50 人,1200
727,盈泰物業管理顧問有限公司,台灣新竹縣竹北市 高鐵一路13號 1 樓,16 人,300
728,栗子派對,台灣新竹縣竹北市 高鐵一路13號 1 樓,20 人,800
729,JR場地教室租借,台灣新竹縣竹北市 高鐵一路13號 1 樓,75 人,3500
730,JR場地教室租借,台灣新竹縣竹北市 高鐵一路13號 1 樓,52 人,3000
731,萬華育樂中心,台灣臺北市萬華區 昆明街30-1號 5 樓,20 人,1200
732,麥味登北市同德店,台灣臺北市萬華區 昆明街30-1號 5 樓,40 人,2000
733,沃客國際商務中心,台灣臺北市萬華區 昆明街30-1號 5 樓,8 人,800
734,圓滿會,台灣臺北市萬華區 昆明街30-1號 5 樓,20 人,3500
735,善導寺舞蹈教室,台灣臺北市萬華區 昆明街30-1號 5 樓,15 人,300
736,Este día 這一天異國廚房,台灣臺北市萬華區 昆明街30-1號 5 樓,24 人,1250
737,二三啪星雲工作室,台灣臺北市萬華區 昆明街30-1號 5 樓,3 人,300
738,住商北區巨兆店,台灣臺北市萬華區 昆明街30-1號 5 樓,30 人,500
739,嗨翻桌遊,台灣臺北市萬華區 昆明街30-1號 5 樓,10 人,120
740,新裕興咖啡,台灣臺北市萬華區 昆明街30-1號 5 樓,27 人,1200
741,弓炬計畫工作坊,台灣新北市板橋區 漢生東路113巷6弄1號地下 1 樓,80 人,1000
742,Yo幼食光親子教室,台灣新北市板橋區 漢生東路113巷6弄1號地下 1 樓,20 人,350
743,大夢想家音樂推廣中心,台灣新北市板橋區 漢生東路113巷6弄1號地下 1 樓,40 人,800
744,眾聲服飾股份有限公司大坪林門市,台灣新北市板橋區 漢生東路113巷6弄1號地下 1 樓,50 人,2750
745,全心場地租借,台灣新北市板橋區 漢生東路113巷6弄1號地下 1 樓,25 人,650
746,日谷空間,台灣新北市板橋區 漢生東路113巷6弄1號地下 1 樓,35 人,300
747,HonnBar,台灣新北市板橋區 漢生東路113巷6弄1號地下 1 樓,30 人,900
748,VAVIN酒盒子,台灣新北市板橋區 漢生東路113巷6弄1號地下 1 樓,60 人,30000
749,K-Space,台灣新北市板橋區 漢生東路113巷6弄1號地下 1 樓,10 人,300
750,巷弄長壽,台灣新北市板橋區 漢生東路113巷6弄1號地下 1 樓,25 人,1500
751,福品文創療癒所,台灣新北市板橋區 中山路一段265巷2弄1號 2 樓,30 人,3000
752,肯園國際股份有限公司,台灣新北市板橋區 中山路一段265巷2弄1號 2 樓,24 人,2100
753,織光苑行政,台灣新北市板橋區 中山路一段265巷2弄1號 2 樓,10 人,1200
754,G&G Host,台灣新北市板橋區 中山路一段265巷2弄1號 2 樓,100 人,30000
755,粼光影像製作,台灣新北市板橋區 中山路一段265巷2弄1號 2 樓,35 人,500
756,Midoli藝術創作中心,台灣新北市板橋區 中山路一段265巷2弄1號 2 樓,10 人,500
757,嗨翻桌遊,台灣新北市板橋區 中山路一段265巷2弄1號 2 樓,30 人,900
758,達風多元整規劃公司行政總管,台灣新北市板橋區 中山路一段265巷2弄1號 2 樓,30 人,2000
759,樂客共享空間,台灣新北市板橋區 中山路一段265巷2弄1號 2 樓,80 人,1100
760,樂客共享空間,台灣新北市板橋區 中山路一段265巷2弄1號 2 樓,100 人,1500
761,山禾苑｜Yard Sunrise,台灣臺北市士林區 芝玉路一段28號 1 樓,12 人,650
762,山禾苑｜Yard Sunrise,台灣臺北市士林區 芝玉路一段28號 1 樓,20 人,1000
763,勤華場地租借,台灣臺北市士林區 芝玉路一段28號 1 樓,50 人,999
764,樂生活學苑,台灣臺北市士林區 芝玉路一段28號 1 樓,12 人,1200
765,棚場攝影棚,台灣臺北市士林區 芝玉路一段28號 1 樓,25 人,420
766,樂翼食光,台灣臺北市士林區 芝玉路一段28號 1 樓,50 人,3000
767,成果行銷有限公司,台灣臺北市士林區 芝玉路一段28號 1 樓,15 人,1050
768,山禾苑｜Yard Sunrise,台灣臺北市士林區 芝玉路一段28號 1 樓,40 人,1800
769,SOSi FOTO 台北,台灣臺北市士林區 芝玉路一段28號 1 樓,20 人,3000
770,黑羚商務中心,台灣臺北市士林區 芝玉路一段28號 1 樓,10 人,600
771,勤華場地租借,台灣桃園市中壢區 中央東路88號 11 樓之 1,40 人,999
772,黑羚商務中心,台灣桃園市中壢區 中央東路88號 11 樓之 1,10 人,700
773,黑羚商務中心,台灣桃園市中壢區 中央東路88號 11 樓之 1,10 人,700
774,黑羚商務中心,台灣桃園市中壢區 中央東路88號 11 樓之 1,10 人,700
775,黑羚商務中心,台灣桃園市中壢區 中央東路88號 11 樓之 1,4 人,500
776,勤華場地租借,台灣桃園市中壢區 中央東路88號 11 樓之 1,40 人,999
777,血本無歸有限公司,台灣桃園市中壢區 中央東路88號 11 樓之 1,30 人,3000
778,梅栖長期照顧有限公司,台灣桃園市中壢區 中央東路88號 11 樓之 1,31 人,420
779,酒池肉林物產社,台灣桃園市中壢區 中央東路88號 11 樓之 1,20 人,1500
780,酒池肉林物產社,台灣桃園市中壢區 中央東路88號 11 樓之 1,15 人,1500
781,上島MUC咖啡廳,台灣臺南市安平區 安北路98號 1 樓,50 人,1600
782,森活商務中心,台灣臺南市安平區 安北路98號 1 樓,30 人,2500
783,森活商務中心,台灣臺南市安平區 安北路98號 1 樓,15 人,1250
784,派湃有限公司,台灣臺南市安平區 安北路98號 1 樓,25 人,700
785,派湃有限公司,台灣臺南市安平區 安北路98號 1 樓,8 人,400
786,思辨空間,台灣臺南市安平區 安北路98號 1 樓,70 人,5000
787,博思維商務空間-日商打造/近中央公園捷運,台灣臺南市安平區 安北路98號 1 樓,6 人,315
788,禹通,台灣臺南市安平區 安北路98號 1 樓,40 人,1000
789,JustCo Taiwan,台灣臺南市安平區 安北路98號 1 樓,6 人,1638
790,JustCo Taiwan,台灣臺南市安平區 安北路98號 1 樓,50 人,10920
791,JustCo Taiwan,台灣臺北市松山區 民生東路三段156號 9 樓,4 人,1365
792,JustCo Taiwan,台灣臺北市松山區 民生東路三段156號 9 樓,4 人,1365
793,JustCo Taiwan,台灣臺北市松山區 民生東路三段156號 9 樓,4 人,1365
794,JustCo Taiwan,台灣臺北市松山區 民生東路三段156號 9 樓,6 人,1638
795,JustCo Taiwan,台灣臺北市松山區 民生東路三段156號 9 樓,14 人,2730
796,JustCo Taiwan,台灣臺北市松山區 民生東路三段156號 9 樓,50 人,10920
797,JustCo Taiwan,台灣臺北市松山區 民生東路三段156號 9 樓,6 人,1638
798,JustCo Taiwan,台灣臺北市松山區 民生東路三段156號 9 樓,6 人,1638
799,JustCo Taiwan,台灣臺北市松山區 民生東路三段156號 9 樓,6 人,1638
800,JustCo Taiwan,台灣臺北市松山區 民生東路三段156號 9 樓,10 人,2730
801,蘭陽花鳥園民宿方,台灣宜蘭縣礁溪鄉 武暖路94之25號 1 樓,60 人,1000
802,良一直播基地,台灣宜蘭縣礁溪鄉 武暖路94之25號 1 樓,10 人,1200
803,良一直播基地,台灣宜蘭縣礁溪鄉 武暖路94之25號 1 樓,10 人,1200
804,JustCo Taiwan,台灣宜蘭縣礁溪鄉 武暖路94之25號 1 樓,10 人,2730
805,良一直播基地,台灣宜蘭縣礁溪鄉 武暖路94之25號 1 樓,10 人,1400
806,JustCo Taiwan,台灣宜蘭縣礁溪鄉 武暖路94之25號 1 樓,40 人,6825
807,JustCo Taiwan,台灣宜蘭縣礁溪鄉 武暖路94之25號 1 樓,50 人,10920
808,JustCo Taiwan,台灣宜蘭縣礁溪鄉 武暖路94之25號 1 樓,6 人,1638
809,JustCo Taiwan,台灣宜蘭縣礁溪鄉 武暖路94之25號 1 樓,8 人,1638
810,JustCo Taiwan,台灣宜蘭縣礁溪鄉 武暖路94之25號 1 樓,18 人,4410
811,JustCo Taiwan,台灣新竹縣竹北市 高鐵東二路6號 5 樓,50 人,4988
812,絲昆忒Secret,台灣新竹縣竹北市 高鐵東二路6號 5 樓,25 人,8500
813,JustCo Taiwan,台灣新竹縣竹北市 高鐵東二路6號 5 樓,6 人,1638
814,臺灣行銷研究有限公司,台灣新竹縣竹北市 高鐵東二路6號 5 樓,15 人,1500
815,敦煌音樂有限公司,台灣新竹縣竹北市 高鐵東二路6號 5 樓,100 人,4500
816,得力文創科技,台灣新竹縣竹北市 高鐵東二路6號 5 樓,45 人,1800
817,摸咖啡MoreCafe,台灣新竹縣竹北市 高鐵東二路6號 5 樓,15 人,1500
818,胖鬣蜥城市特寵餐廳,台灣新竹縣竹北市 高鐵東二路6號 5 樓,30 人,750
819,通豪大飯店,台灣新竹縣竹北市 高鐵東二路6號 5 樓,400 人,2500
820,PiBo Space,台灣新竹縣竹北市 高鐵東二路6號 5 樓,22 人,1100
821,Escada Rockin 搖滾階梯咖啡,台灣新北市永和區 光明里國光路21號地下 1 樓,18 人,700
822,詹哲凡,台灣新北市永和區 光明里國光路21號地下 1 樓,40 人,350
823,詹哲凡,台灣新北市永和區 光明里國光路21號地下 1 樓,80 人,3000
824,四號公園文創,台灣新北市永和區 光明里國光路21號地下 1 樓,487 人,28000
825,H gallery,台灣新北市永和區 光明里國光路21號地下 1 樓,10 人,1500
826,四號公園文創,台灣新北市永和區 光明里國光路21號地下 1 樓,100 人,5000
827,大果文化,台灣新北市永和區 光明里國光路21號地下 1 樓,20 人,500
828,多點肉股份有限公司,台灣新北市永和區 光明里國光路21號地下 1 樓,15 人,450
829,彭格商務中心 桃園中壢館,台灣新北市永和區 光明里國光路21號地下 1 樓,20 人,800
830,彭格商務中心 苗栗頭份館,台灣新北市永和區 光明里國光路21號地下 1 樓,6 人,500
831,春日好日中山店,台灣臺北市中山區 中山北路一段126巷16號1樓及B1地下 1 樓,30 人,1000
832,陳實商行,台灣臺北市中山區 中山北路一段126巷16號1樓及B1地下 1 樓,22 人,1000
833,艾迪亞居家,台灣臺北市中山區 中山北路一段126巷16號1樓及B1地下 1 樓,4 人,350
834,艾迪亞居家,台灣臺北市中山區 中山北路一段126巷16號1樓及B1地下 1 樓,8 人,500
835,艾迪亞居家,台灣臺北市中山區 中山北路一段126巷16號1樓及B1地下 1 樓,16 人,500
836,敦煌音樂有限公司,台灣臺北市中山區 中山北路一段126巷16號1樓及B1地下 1 樓,9 人,3000
837,MurderGentle優雅沉浸式劇本遊戲體驗館,台灣臺北市中山區 中山北路一段126巷16號1樓及B1地下 1 樓,10 人,1500
838,SEMI CLUB,台灣臺北市中山區 中山北路一段126巷16號1樓及B1地下 1 樓,60 人,40000
839,合一生活股份有限公司,台灣臺北市中山區 中山北路一段126巷16號1樓及B1地下 1 樓,50 人,900
840,鈊樹會議室,台灣臺北市中山區 中山北路一段126巷16號1樓及B1地下 1 樓,30 人,500
841,nueve,台灣臺北市松山區 民生東路三段130巷18弄9號1樓 1 樓,25 人,1200
842,nueve,台灣臺北市松山區 民生東路三段130巷18弄9號1樓 1 樓,25 人,1200
843,ZASHARE雜學校,台灣臺北市松山區 民生東路三段130巷18弄9號1樓 1 樓,30 人,1500
844,ZASHARE雜學校,台灣臺北市松山區 民生東路三段130巷18弄9號1樓 1 樓,20 人,3000
845,POM共享商務空間,台灣臺北市松山區 民生東路三段130巷18弄9號1樓 1 樓,20 人,3000
846,台北月讀館,台灣臺北市松山區 民生東路三段130巷18弄9號1樓 1 樓,30 人,3200
847,北極星共享空間,台灣臺北市松山區 民生東路三段130巷18弄9號1樓 1 樓,18 人,2500
848,北極星共享空間,台灣臺北市松山區 民生東路三段130巷18弄9號1樓 1 樓,30 人,2500
849,POM共享商務空間,台灣臺北市松山區 民生東路三段130巷18弄9號1樓 1 樓,4 人,17500
850,POM共享商務空間,台灣臺北市松山區 民生東路三段130巷18弄9號1樓 1 樓,4 人,17500
851,POM共享商務空間,台灣高雄市三民區 九如二路255之5號 14 樓,15 人,3000
852,思辨空間,台灣高雄市三民區 九如二路255之5號 14 樓,4 人,500
853,思辨空間,台灣高雄市三民區 九如二路255之5號 14 樓,3 人,500
854,思辨空間,台灣高雄市三民區 九如二路255之5號 14 樓,3 人,500
855,宓空間,台灣高雄市三民區 九如二路255之5號 14 樓,6 人,500
856,可喜空間台北館,台灣高雄市三民區 九如二路255之5號 14 樓,30 人,1000
857,馮源創意整合有限公司,台灣高雄市三民區 九如二路255之5號 14 樓,8 人,450
858,馮源創意整合有限公司,台灣高雄市三民區 九如二路255之5號 14 樓,6 人,300
859,理想間 Fancy space,台灣高雄市三民區 九如二路255之5號 14 樓,100 人,2000
860,TTM共享空間,台灣高雄市三民區 九如二路255之5號 14 樓,15 人,380
861,炘睿生醫股份有限公司,台灣臺中市南屯區 益豐路四段388號 1 樓,50 人,3000
862,鹿之助茶屋,台灣臺中市南屯區 益豐路四段388號 1 樓,10 人,1500
863,簡單漢堡,台灣臺中市南屯區 益豐路四段388號 1 樓,20 人,800
864,MurderGentle優雅沉浸式劇本遊戲體驗館,台灣臺中市南屯區 益豐路四段388號 1 樓,8 人,1500
865,MurderGentle優雅沉浸式劇本遊戲體驗館,台灣臺中市南屯區 益豐路四段388號 1 樓,10 人,1500
866,MurderGentle優雅沉浸式劇本遊戲體驗館,台灣臺中市南屯區 益豐路四段388號 1 樓,8 人,1500
867,MurderGentle優雅沉浸式劇本遊戲體驗館,台灣臺中市南屯區 益豐路四段388號 1 樓,12 人,1500
868,ICE LIGHT 輕食咖啡雪冰優格,台灣臺中市南屯區 益豐路四段388號 1 樓,25 人,500
869,一週七日桌遊空間,台灣臺中市南屯區 益豐路四段388號 1 樓,8 人,200
870,吾家,台灣臺中市南屯區 益豐路四段388號 1 樓,50 人,1000
871,放空好地方,台灣臺北市大安區 信義路四段265巷12弄21號 1 樓,28 人,1000
872,尚學實驗有限公司,台灣臺北市大安區 信義路四段265巷12弄21號 1 樓,40 人,900
873,長弘商務中心,台灣臺北市大安區 信義路四段265巷12弄21號 1 樓,60 人,1800
874,亮亮健康樂園,台灣臺北市大安區 信義路四段265巷12弄21號 1 樓,30 人,500
875,MurderGentle優雅沉浸式劇本遊戲體驗館,台灣臺北市大安區 信義路四段265巷12弄21號 1 樓,8 人,1500
876,FarFar軟裝教育機構,台灣臺北市大安區 信義路四段265巷12弄21號 1 樓,30 人,1600
877,良師塾人文食飲,台灣臺北市大安區 信義路四段265巷12弄21號 1 樓,20 人,600
878,良師塾人文食飲,台灣臺北市大安區 信義路四段265巷12弄21號 1 樓,40 人,1500
879,安億360人文空間,台灣臺北市大安區 信義路四段265巷12弄21號 1 樓,12 人,600
880,A CUT FILM 艾克映像,台灣臺北市大安區 信義路四段265巷12弄21號 1 樓,30 人,1000
881,誠遠國際商務中心,台灣臺北市大安區 安和路一段27號15樓,4 人,600
882,2013藝術空間,台灣臺北市大安區 安和路一段27號15樓,100 人,1200
883,2013藝術空間,台灣臺北市大安區 安和路一段27號15樓,70 人,1500
884,2013藝術空間,台灣臺北市大安區 安和路一段27號15樓,8 人,300
885,2013藝術空間,台灣臺北市大安區 安和路一段27號15樓,15 人,600
886,2013藝術空間,台灣臺北市大安區 安和路一段27號15樓,20 人,1000
887,壢翔通訊處,台灣臺北市大安區 安和路一段27號15樓,30 人,250
888,讀者城市閱讀文創館,台灣臺北市大安區 安和路一段27號15樓,1 人,400
889,MIXTIO 秘地餐廳,台灣臺北市大安區 安和路一段27號15樓,76 人,2500
890,騰潛事業有限公司,台灣臺北市大安區 安和路一段27號15樓,10 人,250
891,讀者城市閱讀文創館,台灣屏東縣屏東市 民生路4-17號,70 人,3500
892,悅然療癒空間,台灣屏東縣屏東市 民生路4-17號,8 人,349
893,藝磊國際人文空間,台灣屏東縣屏東市 民生路4-17號,33 人,500
894,masemase樹懶,台灣屏東縣屏東市 民生路4-17號,30 人,350
895,小馬廄｜攝影棚‧藝文空間出租,台灣屏東縣屏東市 民生路4-17號,50 人,1200
896,岱樂加藝術【藝文創意空間租借】,台灣屏東縣屏東市 民生路4-17號,70 人,1000
897,摩茲工寮 Mozilla Community Space Taipei,台灣屏東縣屏東市 民生路4-17號,15 人,1
898,高雄車站NO.1會議/場地/職訓/教室附空調*近火車捷運站,台灣屏東縣屏東市 民生路4-17號,20 人,700
899,1+1 Together Republic Cafe,台灣屏東縣屏東市 民生路4-17號,35 人,1000
900,1+1 Together Republic Cafe,台灣屏東縣屏東市 民生路4-17號,8 人,350
901,嘉寀萌商務中心-玻璃帷幕研習教室-提供免費地下室平面車位  每時段4小時 平日2000 假日2500,台灣臺中市北區 中清路一段89號 15 樓,30 人,500
902,嘉寀萌商務中心-大開放百人空間-提供免費平面車位-平日4小時3000元 假日4小時4000元,台灣臺中市北區 中清路一段89號 15 樓,100 人,750
903,嘉寀萌商務中心-小型會議與研習空間 每時段4小時 平日1000 假日1200,台灣臺中市北區 中清路一段89號 15 樓,10 人,300
904,藏風藝文空間,台灣臺中市北區 中清路一段89號 15 樓,40 人,500
905,藏風藝文空間,台灣臺中市北區 中清路一段89號 15 樓,64 人,625
906,台中最便宜會議室出租（平日一小時350，可容納30人),台灣臺中市北區 中清路一段89號 15 樓,35 人,350
